 ,Signup_Date,Cancel_Date,Plan_Type,Country,Industry,Monthly_Recurring_Revenue,Total_Contract_Value,Payment_Method,Currency,Churned,Customer Status,Is_Active,Active Months,Churn_Reason,NPS_Score,NPS_Scrore_Clean,Support_Tickets_Opened,Acquisition_Channel,Is_Referral_Customer,Region,Cohort_Month,Column1
CUST0517,2023-06-08,,Pro,Canada,E-commerce,79,948,Card,GBP,No,Active,1,12,Not Provided,,No Score,0,Paid,Yes,Asia,2023-06,
CUST0518,2023-01-13,2023-06-29,Basic,India,Marketing,29,145,Wire,EUR,Yes,Churned,0,5,Switched to Competitor,,No Score,2,Organic,No,North America,2023-01,
CUST0519,2024-04-23,,Pro,Australia,Marketing,79,158,PayPal,GBP,No,Active,1,2,Not Provided,,No Score,2,Paid,Yes,Other,2024-04,
CUST0520,2024-04-21,2024-05-26,Pro,India,HealthTech,79,79,PayPal,EUR,Yes,Churned,0,1,Switched to Competitor,,No Score,2,Referral,No,North America,2024-04,
CUST0521,2024-02-14,,Basic,United States,E-commerce,29,116,Card,USD,No,Active,1,4,Not Provided,2,2,3,Organic,No,Other,2024-02,
CUST0522,2023-07-12,,Enterprise,Canada,E-commerce,199,2189,Card,EUR,No,Active,1,11,Not Provided,3,3,0,Organic,No,Other,2023-07,
CUST0523,2023-01-02,2023-03-09,Basic,United States,E-commerce,29,58,Wire,GBP,Yes,Churned,0,2,No Value,,No Score,0,Referral,No,North America,2023-01,
CUST0524,2023-11-03,2024-06-24,Basic,India,Marketing,29,203,Wire,EUR,Yes,Churned,0,7,Bugs,,No Score,3,Paid,No,Europe,2023-11,
CUST0525,2023-07-04,,Pro,United States,E-commerce,79,948,Wire,USD,No,Active,1,11,Not Provided,,No Score,2,Organic,No,North America,2023-07,
CUST0526,2023-03-24,2024-06-10,Pro,United States,HealthTech,79,1106,Wire,GBP,Yes,Churned,0,14,Bugs,3,3,0,Organic,Yes,North America,2023-03,
CUST0527,2023-03-25,,Pro,United States,HealthTech,79,1185,Wire,USD,No,Active,1,15,Not Provided,9,9,2,Organic,No,Asia,2023-03,
CUST0528,2023-01-09,,Basic,United States,E-commerce,29,493,Wire,GBP,No,Active,1,17,Not Provided,,No Score,0,Organic,No,Other,2023-01,
CUST0529,2024-01-23,,Pro,India,Fintech,79,395,Card,GBP,No,Active,1,5,Not Provided,6,6,0,Organic,No,North America,2024-01,
CUST0530,2023-09-09,2023-10-30,Basic,United Kingdom,Fintech,29,29,Card,EUR,Yes,Churned,0,1,Switched to Competitor,9,9,2,Paid,No,Other,2023-09,
CUST0531,2023-07-29,2024-05-02,Basic,Germany,E-commerce,29,261,Wire,GBP,Yes,Churned,0,9,Other,0,0,0,Partnership,Yes,Africa,2023-07,
CUST0532,2023-12-31,2024-05-02,Basic,United States,Fintech,29,116,PayPal,GBP,Yes,Churned,0,4,Pricing,,No Score,0,Referral,No,Africa,2023-12,
CUST0533,2023-06-26,,Basic,United States,HealthTech,29,348,PayPal,EUR,No,Active,1,12,Not Provided,8,8,0,Partnership,No,Europe,2023-06,
CUST0534,2024-03-02,,Basic,Nigeria,Marketing,29,116,Card,EUR,No,Active,1,3,Not Provided,1,1,0,Referral,No,Europe,2024-03,
CUST0535,2023-03-28,2023-10-18,Basic,Canada,EdTech,29,174,PayPal,GBP,Yes,Churned,0,6,Switched to Competitor,,No Score,0,Paid,Yes,Other,2023-03,
CUST0536,2023-07-08,,Enterprise,Nigeria,Real Estate,199,2189,Card,GBP,No,Active,1,11,Not Provided,3,3,0,Paid,No,Other,2023-07,
CUST0537,2024-02-22,2024-06-16,Pro,United States,Real Estate,79,237,Wire,EUR,Yes,Churned,0,3,Pricing,,No Score,1,Referral,No,Other,2024-02,
CUST0538,2024-01-15,2024-04-26,Basic,Canada,Fintech,29,87,Wire,GBP,Yes,Churned,0,3,Pricing,,No Score,1,Organic,Yes,Africa,2024-01,
CUST0539,2023-02-10,2023-04-12,Pro,Australia,EdTech,79,158,Wire,USD,Yes,Churned,0,2,No Value,,No Score,1,Paid,Yes,Asia,2023-02,
CUST0540,2023-04-07,,Basic,United States,HealthTech,29,435,Card,EUR,No,Active,1,14,Not Provided,,No Score,0,Organic,No,Europe,2023-04,
CUST0541,2024-03-11,2024-04-18,Basic,United States,EdTech,29,29,Wire,USD,Yes,Churned,0,1,Switched to Competitor,0,0,1,Paid,Yes,North America,2024-03,
CUST0542,2024-05-26,2024-06-30,Pro,Australia,EdTech,79,79,Wire,GBP,Yes,Churned,0,1,Pricing,,No Score,0,Paid,No,Europe,2024-05,
CUST0543,2023-07-20,2023-09-03,Basic,United States,E-commerce,29,29,Wire,GBP,Yes,Churned,0,1,Switched to Competitor,,No Score,0,Organic,No,Europe,2023-07,
CUST0544,2023-08-02,,Pro,United States,EdTech,79,869,Wire,USD,No,Active,1,10,Not Provided,8,8,0,Paid,No,Europe,2023-08,
CUST0545,2023-04-14,,Enterprise,United States,Real Estate,199,2786,PayPal,EUR,No,Active,1,14,Not Provided,9,9,1,Paid,No,Asia,2023-04,
CUST0546,2024-01-02,,Pro,India,Real Estate,79,474,PayPal,EUR,No,Active,1,5,Not Provided,1,1,0,Partnership,No,Asia,2024-01,
CUST0547,2024-02-04,,Enterprise,Nigeria,Marketing,199,796,Card,USD,No,Active,1,4,Not Provided,9,9,0,Organic,No,North America,2024-02,
CUST0548,2024-05-16,2024-06-21,Basic,India,EdTech,29,29,Wire,EUR,Yes,Churned,0,1,Not Provided,,No Score,1,Paid,No,North America,2024-05,
CUST0549,2024-01-30,,Basic,United Kingdom,Marketing,29,145,Card,GBP,No,Active,1,5,Not Provided,6,6,2,Organic,No,Africa,2024-01,
CUST0550,2023-06-26,2024-01-25,Basic,United Kingdom,EdTech,29,203,Wire,EUR,Yes,Churned,0,6,Pricing,4,4,1,Organic,No,Africa,2023-06,
CUST0551,2024-04-05,2024-05-07,Enterprise,United States,HealthTech,199,199,Wire,EUR,Yes,Churned,0,1,No Value,7,7,0,Referral,Yes,Asia,2024-04,
CUST0552,2024-05-25,,Pro,India,HealthTech,79,79,PayPal,USD,No,Active,1,1,Not Provided,0,0,0,Paid,Yes,North America,2024-05,
CUST0553,2023-03-12,,Enterprise,United States,EdTech,199,2985,PayPal,GBP,No,Active,1,15,Not Provided,8,8,1,Referral,No,Other,2023-03,
CUST0554,2023-11-24,2024-05-08,Enterprise,Australia,E-commerce,199,995,Wire,EUR,Yes,Churned,0,5,Switched to Competitor,0,0,0,Partnership,No,Asia,2023-11,
CUST0555,2024-01-14,2024-05-10,Basic,Germany,Marketing,29,87,Wire,USD,Yes,Churned,0,3,Pricing,,No Score,3,Paid,No,Europe,2024-01,
CUST0556,2024-02-01,,Basic,United States,Fintech,29,145,Card,USD,No,Active,1,4,Not Provided,,No Score,0,Partnership,No,Other,2024-02,
CUST0557,2023-04-03,,Basic,Germany,Fintech,29,435,Wire,USD,No,Active,1,14,Not Provided,0,0,0,Paid,No,Europe,2023-04,
CUST0558,2023-05-04,,Pro,Canada,E-commerce,79,1106,PayPal,EUR,No,Active,1,13,Not Provided,5,5,0,Organic,No,North America,2023-05,
CUST0559,2023-04-15,2024-06-18,Basic,Germany,Real Estate,29,406,Card,EUR,Yes,Churned,0,14,Other,,No Score,3,Organic,No,Europe,2023-04,
CUST0560,2023-03-23,2023-07-01,Basic,Canada,Marketing,29,87,PayPal,GBP,Yes,Churned,0,3,Bugs,9,9,0,Referral,No,North America,2023-03,
CUST0561,2023-07-31,,Basic,United States,Real Estate,29,319,PayPal,USD,No,Active,1,10,Not Provided,10,10,2,Referral,No,North America,2023-07,
CUST0562,2024-02-14,,Pro,Nigeria,Fintech,79,316,PayPal,EUR,No,Active,1,4,Not Provided,,No Score,2,Referral,Yes,Europe,2024-02,
CUST0563,2023-10-15,2024-04-02,Basic,United States,E-commerce,29,145,Card,EUR,Yes,Churned,0,5,Switched to Competitor,4,4,2,Organic,Yes,Asia,2023-10,
CUST0564,2023-09-08,,Basic,United States,Fintech,29,261,PayPal,GBP,No,Active,1,9,Not Provided,,No Score,0,Organic,No,Other,2023-09,
CUST0565,2024-01-14,,Basic,India,Real Estate,29,145,Wire,EUR,No,Active,1,5,Not Provided,,No Score,0,Paid,Yes,Other,2024-01,
CUST0566,2023-11-03,2024-04-27,Basic,Australia,Marketing,29,145,Wire,EUR,Yes,Churned,0,5,No Value,9,9,0,Organic,Yes,Europe,2023-11,
CUST0567,2024-05-23,,Basic,India,HealthTech,29,29,PayPal,GBP,No,Active,1,1,Not Provided,9,9,0,Organic,Yes,Asia,2024-05,
CUST0568,2023-07-07,,Pro,Germany,Marketing,79,869,Wire,USD,No,Active,1,11,Not Provided,,No Score,1,Paid,Yes,Europe,2023-07,
CUST0569,2023-11-01,,Pro,United States,EdTech,79,632,PayPal,GBP,No,Active,1,7,Not Provided,,No Score,0,Referral,Yes,Europe,2023-11,
CUST0570,2023-03-22,2023-05-12,Pro,United States,Marketing,79,79,Wire,EUR,Yes,Churned,0,1,Bugs,9,9,2,Paid,No,Europe,2023-03,
CUST0571,2023-12-17,,Basic,United States,Marketing,29,174,Card,EUR,No,Active,1,6,Not Provided,,No Score,0,Paid,No,Asia,2023-12,
CUST0572,2023-05-28,2024-05-17,Basic,United States,Real Estate,29,319,PayPal,EUR,Yes,Churned,0,11,Bugs,1,1,1,Organic,Yes,Europe,2023-05,
CUST0573,2023-01-14,,Pro,United States,Real Estate,79,1343,PayPal,GBP,No,Active,1,17,Not Provided,9,9,0,Organic,No,Other,2023-01,
CUST0574,2023-07-29,2024-01-17,Basic,India,Real Estate,29,145,Card,EUR,Yes,Churned,0,5,Other,,No Score,0,Organic,Yes,Africa,2023-07,
CUST0575,2023-08-07,2024-06-03,Enterprise,United Kingdom,Marketing,199,1990,PayPal,GBP,Yes,Churned,0,9,Switched to Competitor,10,10,0,Paid,Yes,Europe,2023-08,
CUST0576,2023-10-06,,Pro,United States,Real Estate,79,632,Wire,GBP,No,Active,1,8,Not Provided,4,4,1,Organic,Yes,Europe,2023-10,
CUST0577,2023-12-04,,Basic,Germany,HealthTech,29,174,PayPal,EUR,No,Active,1,6,Not Provided,,No Score,0,Referral,No,Africa,2023-12,
CUST0578,2024-03-16,2024-06-05,Pro,Australia,EdTech,79,158,Wire,GBP,Yes,Churned,0,2,No Value,7,7,1,Organic,No,Asia,2024-03,
CUST0579,2024-04-26,,Pro,Nigeria,Fintech,79,158,PayPal,USD,No,Active,1,2,Not Provided,,No Score,0,Paid,Yes,Asia,2024-04,
CUST0580,2023-07-07,2024-01-16,Basic,United States,HealthTech,29,174,Wire,EUR,Yes,Churned,0,6,Bugs,10,10,1,Organic,No,Europe,2023-07,
CUST0581,2023-12-05,2024-02-29,Enterprise,United States,HealthTech,199,398,PayPal,GBP,Yes,Churned,0,2,No Value,6,6,3,Paid,No,Africa,2023-12,
CUST0582,2023-06-15,,Pro,United Kingdom,E-commerce,79,948,PayPal,USD,No,Active,1,12,Not Provided,10,10,0,Organic,No,Europe,2023-06,
CUST0583,2024-03-07,,Basic,United Kingdom,HealthTech,29,87,Card,GBP,No,Active,1,3,Not Provided,7,7,1,Organic,Yes,Europe,2024-03,
CUST0584,2024-03-26,2024-05-27,Pro,India,Real Estate,79,158,Card,GBP,Yes,Churned,0,2,Pricing,8,8,1,Organic,No,North America,2024-03,
CUST0585,2023-03-09,,Basic,United States,Fintech,29,435,Card,USD,No,Active,1,15,Not Provided,,No Score,0,Paid,No,Other,2023-03,
CUST0586,2023-03-21,2023-04-26,Pro,Australia,HealthTech,79,79,Card,USD,Yes,Churned,0,1,Switched to Competitor,10,10,1,Paid,No,North America,2023-03,
CUST0587,2024-05-20,2024-06-28,Pro,Canada,E-commerce,79,79,PayPal,USD,Yes,Churned,0,1,Switched to Competitor,10,10,1,Organic,No,Asia,2024-05,
CUST0588,2023-01-01,,Pro,Australia,E-commerce,79,1422,PayPal,USD,No,Active,1,17,Not Provided,,No Score,0,Partnership,Yes,Asia,2023-01,
CUST0589,2023-01-19,,Enterprise,Canada,Fintech,199,3383,Card,USD,No,Active,1,17,Not Provided,,No Score,1,Paid,No,Europe,2023-01,
CUST0590,2024-05-31,,Basic,Germany,E-commerce,29,29,Wire,EUR,No,Active,1,0,Not Provided,3,3,1,Organic,Yes,Other,2024-05,
CUST0591,2024-05-05,,Enterprise,Nigeria,EdTech,199,199,Wire,GBP,No,Active,1,1,Not Provided,1,1,0,Paid,No,Asia,2024-05,
CUST0592,2023-11-18,,Basic,Australia,E-commerce,29,203,Wire,USD,No,Active,1,7,Not Provided,,No Score,0,Paid,No,Asia,2023-11,
CUST0593,2024-02-23,2024-03-24,Basic,United Kingdom,E-commerce,29,29,Wire,EUR,Yes,Churned,0,1,Switched to Competitor,,No Score,2,Organic,No,Africa,2024-02,
CUST0594,2024-04-21,2024-05-28,Basic,Nigeria,HealthTech,29,29,Wire,EUR,Yes,Churned,0,1,Not Provided,2,2,0,Paid,Yes,North America,2024-04,
CUST0595,2023-01-14,2023-11-28,Enterprise,United Kingdom,Real Estate,199,1990,Wire,GBP,Yes,Churned,0,10,Switched to Competitor,,No Score,0,Paid,Yes,Asia,2023-01,
CUST0596,2023-06-26,,Basic,Australia,EdTech,29,348,Wire,EUR,No,Active,1,12,Not Provided,,No Score,2,Paid,No,Asia,2023-06,
CUST0597,2023-10-01,,Basic,United States,Real Estate,29,261,PayPal,GBP,No,Active,1,8,Not Provided,5,5,1,Partnership,Yes,North America,2023-10,
CUST0598,2023-01-31,,Basic,United States,Marketing,29,493,Wire,GBP,No,Active,1,16,Not Provided,,No Score,4,Organic,No,Europe,2023-01,
CUST0599,2024-02-03,,Pro,Australia,Real Estate,79,316,Card,GBP,No,Active,1,4,Not Provided,10,10,2,Paid,No,Asia,2024-02,
CUST0600,2023-07-17,,Basic,United States,E-commerce,29,319,Card,EUR,No,Active,1,11,Not Provided,5,5,1,Referral,No,North America,2023-07,
CUST0601,2023-05-05,,Basic,United States,Marketing,29,406,PayPal,GBP,No,Active,1,13,Not Provided,7,7,0,Organic,No,Asia,2023-05,
CUST0602,2023-09-06,2024-06-11,Pro,United States,HealthTech,79,711,Card,GBP,Yes,Churned,0,9,Pricing,5,5,1,Referral,Yes,Asia,2023-09,
CUST0603,2023-08-26,,Basic,Canada,Fintech,29,290,Wire,USD,No,Active,1,10,Not Provided,,No Score,2,Referral,Yes,Other,2023-08,
CUST0604,2023-09-02,,Pro,Australia,Marketing,79,790,Card,EUR,No,Active,1,9,Not Provided,,No Score,0,Organic,Yes,Other,2023-09,
CUST0605,2023-03-09,2023-10-13,Enterprise,United States,EdTech,199,1393,PayPal,EUR,Yes,Churned,0,7,Other,,No Score,1,Partnership,No,North America,2023-03,
CUST0606,2023-07-09,2023-12-13,Pro,United States,E-commerce,79,395,Card,USD,Yes,Churned,0,5,Bugs,10,10,0,Organic,No,Asia,2023-07,
CUST0607,2023-02-18,,Basic,United States,Real Estate,29,464,Card,EUR,No,Active,1,16,Not Provided,5,5,2,Paid,No,Other,2023-02,
CUST0608,2023-09-12,2024-06-28,Pro,United States,Marketing,79,711,PayPal,EUR,Yes,Churned,0,9,Not Provided,10,10,1,Organic,No,Asia,2023-09,
CUST0609,2023-09-07,,Enterprise,United States,Real Estate,199,1791,PayPal,USD,No,Active,1,9,Not Provided,,No Score,0,Paid,Yes,Europe,2023-09,
CUST0610,2024-02-14,2024-06-20,Basic,United States,Real Estate,29,116,Wire,GBP,Yes,Churned,0,4,Pricing,3,3,1,Organic,No,North America,2024-02,
CUST0611,2024-05-18,,Pro,Nigeria,E-commerce,79,79,PayPal,EUR,No,Active,1,1,Not Provided,,No Score,0,Organic,No,Africa,2024-05,
CUST0612,2023-06-01,,Basic,India,E-commerce,29,377,PayPal,EUR,No,Active,1,12,Not Provided,,No Score,1,Referral,Yes,Other,2023-06,
CUST0613,2023-04-21,,Basic,United States,HealthTech,29,406,Card,EUR,No,Active,1,14,Not Provided,6,6,1,Organic,No,Asia,2023-04,
CUST0614,2023-03-05,2023-10-26,Pro,United States,E-commerce,79,553,PayPal,USD,Yes,Churned,0,7,Not Provided,8,8,1,Paid,Yes,Africa,2023-03,
CUST0615,2023-02-11,,Basic,United Kingdom,Fintech,29,464,PayPal,EUR,No,Active,1,16,Not Provided,,No Score,1,Paid,No,Europe,2023-02,
CUST0616,2023-10-17,,Basic,Canada,Real Estate,29,232,PayPal,EUR,No,Active,1,8,Not Provided,8,8,1,Referral,No,North America,2023-10,
CUST0617,2023-06-09,,Basic,United Kingdom,Fintech,29,348,PayPal,EUR,No,Active,1,12,Not Provided,,No Score,0,Referral,No,Africa,2023-06,
CUST0618,2023-08-08,2024-06-19,Basic,United States,Real Estate,29,290,PayPal,USD,Yes,Churned,0,10,Pricing,2,2,2,Referral,No,Other,2023-08,
CUST0619,2023-02-26,,Basic,United States,E-commerce,29,464,Card,EUR,No,Active,1,16,Not Provided,5,5,1,Organic,No,Africa,2023-02,
CUST0620,2023-09-29,2024-06-16,Basic,United States,Fintech,29,232,Card,USD,Yes,Churned,0,8,Pricing,,No Score,1,Referral,No,Asia,2023-09,
CUST0621,2024-02-22,2024-06-24,Basic,Germany,E-commerce,29,116,Wire,USD,Yes,Churned,0,4,Other,,No Score,0,Referral,Yes,Europe,2024-02,
CUST0622,2023-07-20,,Basic,United States,EdTech,29,319,Card,EUR,No,Active,1,11,Not Provided,10,10,1,Organic,Yes,Africa,2023-07,
CUST0623,2023-12-19,,Basic,United States,HealthTech,29,174,Wire,USD,No,Active,1,6,Not Provided,,No Score,0,Paid,No,Other,2023-12,
CUST0624,2024-05-10,,Enterprise,Nigeria,Fintech,199,199,Card,GBP,No,Active,1,1,Not Provided,8,8,3,Referral,No,North America,2024-05,
CUST0625,2024-01-28,2024-05-24,Basic,United States,E-commerce,29,87,PayPal,USD,Yes,Churned,0,3,Bugs,3,3,0,Paid,No,Europe,2024-01,
CUST0626,2023-02-24,2023-05-19,Pro,United States,Real Estate,79,158,PayPal,USD,Yes,Churned,0,2,Bugs,,No Score,0,Partnership,Yes,Europe,2023-02,
CUST0627,2024-01-09,,Pro,United Kingdom,HealthTech,79,395,Wire,USD,No,Active,1,5,Not Provided,,No Score,0,Partnership,No,North America,2024-01,
CUST0628,2023-02-02,,Pro,United States,Marketing,79,1343,Wire,USD,No,Active,1,16,Not Provided,6,6,0,Organic,No,Other,2023-02,
CUST0629,2023-09-15,2024-02-20,Pro,United States,Marketing,79,395,Wire,GBP,Yes,Churned,0,5,Other,1,1,0,Partnership,No,Other,2023-09,
CUST0630,2023-02-04,2024-05-28,Pro,United Kingdom,E-commerce,79,1185,PayPal,USD,Yes,Churned,0,15,Pricing,1,1,0,Paid,No,Asia,2023-02,
CUST0631,2023-08-23,,Basic,United States,Real Estate,29,290,PayPal,EUR,No,Active,1,10,Not Provided,10,10,2,Organic,No,Europe,2023-08,
CUST0632,2023-03-06,2023-10-30,Pro,India,EdTech,79,553,Wire,USD,Yes,Churned,0,7,Switched to Competitor,,No Score,1,Paid,No,Europe,2023-03,
CUST0633,2023-08-01,2024-01-16,Basic,Canada,Fintech,29,145,Card,USD,Yes,Churned,0,5,Switched to Competitor,,No Score,0,Referral,No,North America,2023-08,
CUST0634,2024-01-01,,Pro,Nigeria,EdTech,79,474,Wire,EUR,No,Active,1,5,Not Provided,2,2,1,Organic,No,Europe,2024-01,
CUST0635,2023-01-11,2023-09-29,Basic,United States,E-commerce,29,232,Card,GBP,Yes,Churned,0,8,Switched to Competitor,,No Score,0,Referral,No,Europe,2023-01,
CUST0636,2023-05-17,,Basic,Australia,HealthTech,29,377,Card,USD,No,Active,1,13,Not Provided,3,3,0,Organic,Yes,Africa,2023-05,
CUST0637,2023-12-28,,Enterprise,United States,EdTech,199,1194,PayPal,GBP,No,Active,1,6,Not Provided,,No Score,0,Paid,No,Europe,2023-12,
CUST0638,2024-03-21,,Pro,Australia,HealthTech,79,237,PayPal,EUR,No,Active,1,3,Not Provided,9,9,0,Paid,No,Asia,2024-03,
CUST0639,2024-05-31,,Pro,United Kingdom,E-commerce,79,79,PayPal,GBP,No,Active,1,0,Not Provided,,No Score,1,Organic,No,Africa,2024-05,
CUST0640,2024-01-27,,Basic,United Kingdom,Fintech,29,145,Wire,EUR,No,Active,1,5,Not Provided,4,4,0,Paid,No,Asia,2024-01,
CUST0641,2023-03-25,2023-11-18,Pro,Nigeria,Fintech,79,553,Card,USD,Yes,Churned,0,7,No Value,,No Score,0,Referral,No,Africa,2023-03,
CUST0642,2024-03-13,2024-05-31,Basic,Germany,HealthTech,29,58,PayPal,EUR,Yes,Churned,0,2,Switched to Competitor,8,8,0,Referral,No,Other,2024-03,
CUST0643,2023-07-17,2023-11-13,Basic,United States,E-commerce,29,87,Wire,GBP,Yes,Churned,0,3,Bugs,5,5,1,Referral,No,Asia,2023-07,
CUST0644,2023-12-20,,Pro,United States,Fintech,79,474,PayPal,GBP,No,Active,1,6,Not Provided,,No Score,1,Referral,No,Africa,2023-12,
CUST0645,2024-02-03,2024-05-28,Pro,Nigeria,Fintech,79,237,PayPal,USD,Yes,Churned,0,3,No Value,,No Score,1,Paid,No,North America,2024-02,
CUST0646,2023-01-14,,Pro,Nigeria,Real Estate,79,1343,Card,USD,No,Active,1,17,Not Provided,6,6,0,Organic,No,Africa,2023-01,
CUST0647,2024-03-15,,Pro,United States,EdTech,79,237,Card,GBP,No,Active,1,3,Not Provided,,No Score,0,Organic,No,Asia,2024-03,
CUST0648,2024-02-29,,Basic,United Kingdom,Marketing,29,116,Wire,USD,No,Active,1,4,Not Provided,10,10,0,Referral,No,Europe,2024-02,
CUST0649,2023-09-15,,Basic,United Kingdom,E-commerce,29,261,PayPal,USD,No,Active,1,9,Not Provided,0,0,1,Organic,No,Other,2023-09,
CUST0650,2023-01-05,,Basic,United Kingdom,EdTech,29,522,Card,EUR,No,Active,1,17,Not Provided,0,0,1,Organic,No,Other,2023-01,
CUST0651,2024-03-16,,Pro,Germany,Fintech,79,237,Card,USD,No,Active,1,3,Not Provided,5,5,0,Organic,No,Europe,2024-03,
CUST0652,2023-01-28,,Basic,United States,E-commerce,29,493,Card,GBP,No,Active,1,17,Not Provided,,No Score,0,Referral,No,Asia,2023-01,
CUST0653,2023-10-07,,Basic,United States,HealthTech,29,232,PayPal,USD,No,Active,1,8,Not Provided,9,9,1,Partnership,No,Africa,2023-10,
CUST0654,2023-10-08,,Pro,Australia,HealthTech,79,632,PayPal,GBP,No,Active,1,8,Not Provided,9,9,0,Partnership,No,Africa,2023-10,
CUST0655,2023-11-01,2024-03-24,Enterprise,United States,E-commerce,199,796,PayPal,USD,Yes,Churned,0,4,Pricing,4,4,1,Organic,No,Other,2023-11,
CUST0656,2023-07-18,,Pro,Nigeria,EdTech,79,869,Card,USD,No,Active,1,11,Not Provided,0,0,1,Organic,No,Other,2023-07,
CUST0657,2023-05-09,,Basic,Germany,Real Estate,29,377,Wire,EUR,No,Active,1,13,Not Provided,4,4,1,Organic,No,Europe,2023-05,
CUST0658,2024-02-11,,Pro,United States,HealthTech,79,316,Wire,GBP,No,Active,1,4,Not Provided,,No Score,1,Organic,No,Africa,2024-02,
CUST0659,2024-01-01,,Basic,India,EdTech,29,174,PayPal,EUR,No,Active,1,5,Not Provided,,No Score,2,Paid,Yes,North America,2024-01,
CUST0660,2023-09-17,,Basic,Canada,Real Estate,29,261,PayPal,GBP,No,Active,1,9,Not Provided,,No Score,2,Referral,No,North America,2023-09,
CUST0661,2023-02-12,2023-12-29,Enterprise,Nigeria,EdTech,199,1990,Wire,EUR,Yes,Churned,0,10,Bugs,2,2,1,Organic,No,Asia,2023-02,
CUST0662,2023-08-30,2024-01-15,Enterprise,United States,EdTech,199,796,PayPal,GBP,Yes,Churned,0,4,No Value,,No Score,0,Organic,No,Europe,2023-08,
CUST0663,2023-06-15,,Basic,India,Real Estate,29,348,PayPal,USD,No,Active,1,12,Not Provided,8,8,1,Paid,No,Asia,2023-06,
CUST0664,2023-06-16,,Basic,United Kingdom,HealthTech,29,348,Card,USD,No,Active,1,12,Not Provided,2,2,2,Partnership,Yes,Asia,2023-06,
CUST0665,2023-08-03,,Basic,United States,Real Estate,29,319,PayPal,GBP,No,Active,1,10,Not Provided,,No Score,1,Organic,No,North America,2023-08,
CUST0666,2023-05-24,2024-02-04,Pro,United States,Real Estate,79,632,PayPal,GBP,Yes,Churned,0,8,Switched to Competitor,10,10,0,Organic,No,North America,2023-05,
CUST0667,2023-10-17,,Basic,United Kingdom,HealthTech,29,232,Wire,EUR,No,Active,1,8,Not Provided,5,5,0,Organic,No,North America,2023-10,
CUST0668,2024-05-28,,Pro,India,Fintech,79,79,Card,USD,No,Active,1,1,Not Provided,,No Score,3,Paid,No,Europe,2024-05,
CUST0669,2024-05-15,,Basic,Nigeria,EdTech,29,29,PayPal,GBP,No,Active,1,1,Not Provided,,No Score,0,Organic,No,Europe,2024-05,
CUST0670,2023-03-09,,Enterprise,India,Real Estate,199,2985,Wire,GBP,No,Active,1,15,Not Provided,2,2,1,Referral,Yes,Africa,2023-03,
CUST0671,2023-12-09,,Enterprise,United States,Fintech,199,1194,Wire,EUR,No,Active,1,6,Not Provided,5,5,1,Referral,No,Asia,2023-12,
CUST0672,2023-04-30,2024-05-26,Pro,India,Marketing,79,1027,Wire,GBP,Yes,Churned,0,12,Switched to Competitor,8,8,0,Paid,No,Other,2023-04,
CUST0673,2024-03-24,2024-05-18,Basic,United States,E-commerce,29,29,PayPal,USD,Yes,Churned,0,1,Pricing,2,2,0,Referral,No,North America,2024-03,
CUST0674,2024-04-14,2024-05-22,Basic,Nigeria,E-commerce,29,29,Card,GBP,Yes,Churned,0,1,Bugs,,No Score,0,Organic,No,North America,2024-04,
CUST0675,2023-10-04,2024-05-03,Pro,United States,HealthTech,79,553,Card,USD,Yes,Churned,0,6,Switched to Competitor,,No Score,2,Organic,No,Africa,2023-10,
CUST0676,2023-06-24,2024-03-31,Basic,Germany,Real Estate,29,261,PayPal,GBP,Yes,Churned,0,9,No Value,,No Score,1,Organic,Yes,Other,2023-06,
CUST0677,2023-09-12,,Pro,Nigeria,Real Estate,79,711,Card,EUR,No,Active,1,9,Not Provided,2,2,0,Paid,No,Asia,2023-09,
CUST0678,2023-03-28,2023-08-09,Basic,Nigeria,EdTech,29,116,Card,GBP,Yes,Churned,0,4,Bugs,,No Score,0,Organic,No,Africa,2023-03,
CUST0679,2023-04-28,2023-12-17,Pro,India,E-commerce,79,553,Card,GBP,Yes,Churned,0,7,Switched to Competitor,10,10,1,Paid,No,Asia,2023-04,
CUST0680,2023-11-08,,Pro,Germany,HealthTech,79,553,Card,GBP,No,Active,1,7,Not Provided,,No Score,0,Partnership,No,Europe,2023-11,
CUST0681,2023-01-22,2023-03-01,Basic,United States,E-commerce,29,29,PayPal,USD,Yes,Churned,0,1,Bugs,,No Score,0,Paid,Yes,Asia,2023-01,
